Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Sales Ratio,News Sentiment - Daily Average,Twitter Sentiment Daily Average,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital
9/25/2014,217.55,145.3273,72626839552,3305161,2638.2002,222,215.44,218.589,43.7512,53.8784,76275105792,0.0681,1.278,217.55,39.4132,0.1478,11.7178,0.3867,,,,,,,
9/26/2014,219.02,145.1734,73142239232,2299945,2656.7024,219.9,217.11,218.695,50.8906,54.5665,76790497280,0.066,1.2774,219.02,39.6284,0.147,11.7818,0.8932,,,,,,,
9/29/2014,220.47,142.8634,73650618368,3235998,2674.9529,222.54,217.05,219.669,58.6551,55.2478,77298884608,0.069,1.2807,220.47,40.0301,0.157,11.9012,,,,,,,,
9/30/2014,218.23,143.2031,72318173184,3040131,2646.759,222.3717,216.76,219.935,42.9277,53.9548,76513517568,0.0676,1.2813,218.23,36.9677,0.1545,10.5434,0.2902,,138.2184,,3.0349,28.67,16.5553,32.6145
10/1/2014,212.03,144.0201,70144393216,3832544,2568.7224,218.19,209.5,219.23,20.3138,50.5661,74339737600,0.0652,1.2853,212.03,35.8935,0.1557,10.237,0.5137,,,,,,,
10/2/2014,214.8,143.6452,71115587584,3948538,2603.5872,216.94,207.1,217.865,41.1056,51.9606,75310923776,0.0688,1.2851,214.8,36.3814,0.1639,10.3761,0.2113,,,,,,,
10/3/2014,216.45,143.4321,71694090240,2724947,2624.355,218.55,215.29,217.017,52.24,52.7813,75889434624,0.0688,1.2832,216.45,36.6626,0.1675,10.4563,-0.185,,,,,,,
10/6/2014,217.2,141.298,71957045248,2157421,2633.7949,219.94,216.45,217.251,57.6934,53.1577,76152389632,0.0672,1.2838,217.2,36.7747,0.1642,10.4883,0.5718,,,,,,,
10/7/2014,215.63,141.4517,71406592000,3596939,2614.0339,221.99,214.61,217.335,42.4673,52.2558,75601936384,0.0705,1.278,215.63,36.5321,0.1608,10.4191,0.5443,,,,,,,
10/8/2014,217.54,139.9352,72076255232,3664103,2638.0742,217.98,211.55,216.892,61.1686,53.2539,76271599616,0.0679,1.2704,217.54,36.8526,0.1679,10.5105,0.7897,,,,,,,
10/9/2014,213,140.5331,70484484096,3471650,2580.9314,219.97,212.83,216.437,28.3323,50.6502,74679828480,0.0821,1.2509,213,36.0306,0.1647,10.2761,0.3115,,,,,,,
10/10/2014,203.35,141.769,67101106176,5867973,2459.4714,214.99,201.63,214.87,10.4488,45.7336,71296450560,0.0702,1.2647,203.35,34.4072,0.1615,9.8131,0.9024,,,,,,,
10/13/2014,199.68,138.423,65814368256,4130493,2413.2788,207.89,197.86,212.791,7.6825,44.0512,70009708544,0.0628,1.2628,199.68,33.751,0.1487,9.6259,0.4453,,,,,,,
10/14/2014,199.07,138.4145,65600495616,4113085,2405.6011,203,196.65,210.875,7.2068,43.7744,69795840000,0.0616,1.2626,199.07,33.6594,0.1462,9.5998,0.327,,,,,,,
10/15/2014,205.73,137.5711,67935555584,5956155,2489.4272,206.27,194.31,210.245,53.9274,47.5012,72130895872,0.0712,1.2526,205.73,34.7719,0.1511,9.9171,,,,,,,,
10/16/2014,211.22,137.3371,69860401152,5834085,2558.5273,214.4,202.73,209.887,71.605,50.3098,74055745536,0.0797,1.2571,211.22,35.7155,0.161,10.1862,0.3227,,,,,,,
10/17/2014,211.73,137.3031,70039216128,4245735,2564.9465,217.47,210.4,209.415,73.0461,50.564,74234560512,0.0757,1.2513,211.73,35.7632,0.1631,10.1998,0.152,,,,,,,
10/20/2014,216.62,129.3915,71753695232,2555376,2626.4946,217.07,211.2,209.357,84.4191,52.951,75949039616,0.0742,1.2594,216.62,36.6125,0.1674,10.4421,,,,,,,,
10/21/2014,222.35,128.8708,73762684928,3970382,2698.6155,223.95,218,210.029,91.0538,55.5525,77958029312,0.074,1.2586,222.35,37.5546,0.1668,10.7107,0.3771,,,,,,,
10/22/2014,219.26,129.2042,72679301120,2512885,2659.7231,224.209,218.25,210.201,67.7257,53.8902,76874645504,0.073,1.2596,219.26,37.0321,0.1662,10.5617,0.1934,,,,,,,
10/23/2014,217.03,129.4554,71897448448,3419735,2631.655,222.5,216.52,210.604,53.0207,52.7126,76092784640,0.061,1.2631,217.03,36.6447,0.1771,10.4512,0.3584,,,,,,,
10/24/2014,222.55,127.9437,73832808448,2983316,2701.1328,222.81,215.52,212.524,73.9898,55.2184,78028152832,0.0647,1.2651,222.55,37.5675,0.1803,10.7144,0.0448,,,,,,,
10/27/2014,219.92,124.5479,72910708736,3087991,2668.0303,223.35,219.18,214.548,56.0957,53.8129,77106044928,0.0765,1.2651,219.92,37.1326,0.2083,10.5904,,,,,,,,
10/28/2014,228.96,124.0786,76080218112,4667467,2781.8125,229.72,221.37,217.537,80.4603,57.6462,80275562496,0.0805,1.2719,228.96,38.6413,0.204,11.0207,0.2089,,,,,,,
10/29/2014,224.55,126.204,74534027264,7736726,2726.3059,227.75,219.61,219.419,57.223,55.3288,78729371648,0.0768,1.2729,224.55,37.8636,0.1962,10.7989,0.1649,,,,,,,
10/30/2014,237.01,124.9418,78902624256,10612308,2883.134,237.55,222,221.998,80.7656,60.0257,83097968640,0.0852,1.2795,237.01,39.992,0.2025,11.4059,0.126,,,,,,,
10/31/2014,238.77,124.7713,79519694848,6261207,2905.2864,242.62,238.65,224.702,82.7742,60.6305,83715039232,0.0835,1.2766,238.77,40.2917,0.2038,11.4914,0.4016,,,,,,,
11/3/2014,236.54,121.4259,78737833984,3522726,2877.2183,240.56,234.32,226.694,69.0661,59.4514,82933178368,0.0881,1.2811,236.54,39.9415,0.2029,11.3915,,,,,,,,
11/4/2014,241.96,120.7757,80638140416,3896423,2945.4375,242.14,235,228.655,80.7117,61.3417,84833484800,0.0935,1.2787,241.96,40.8346,0.2117,11.6462,,,,,,,,
11/5/2014,237.7,121.4463,79144542208,4552193,2891.8188,246,237.04,230.499,55.9007,59.1015,83339886592,0.0886,1.2753,237.7,40.0881,0.2073,11.4333,0.1309,,,,,,,
11/6/2014,236.9,121.5115,78864056320,2973236,2881.7495,239.064,233,232.486,51.4458,58.6852,83059400704,0.0853,1.2729,236.9,39.9669,0.2042,11.3988,0.0168,,,,,,,
11/7/2014,236.54,121.185,78737833984,1913073,2877.2183,238.63,235.5,233.885,48.8197,58.4933,82933178368,0.0795,1.2853,236.54,39.9702,0.2167,11.3997,0,,,,,,,
11/10/2014,247.58,115.8388,82608562176,4185986,3016.1736,247.7,237.2,236.651,84.7137,62.393,86803906560,0.0844,1.2912,247.58,41.8091,0.2289,11.9241,,,,,,,,
11/11/2014,250.34,115.6219,83576250368,3554771,3050.9126,251,243.01,238.789,87.8968,63.2851,87771586560,0.0862,1.2912,250.34,42.3125,0.2324,12.0677,0.4681,,,,,,,
11/12/2014,249.82,115.6685,83393929216,2452104,3044.3674,251.65,246.784,241.316,83.0117,62.9939,87589273600,0.0858,1.2912,249.82,42.2122,0.2309,12.0391,0.082,,,,,,,
11/13/2014,244.09,116.1266,81384939520,3303890,2972.2466,251.99,242.08,242.024,43.2661,59.8539,85580283904,0.0922,1.2847,244.09,41.2419,0.2346,11.7624,0.1331,,,,,,,
11/14/2014,249.7,115.404,83351855104,3637701,3042.8572,251.22,244.54,243.117,66.6889,61.7832,87547199488,0.1045,1.2716,249.7,42.258,0.2387,12.0522,0.1696,,,,,,,
11/17/2014,244.15,112.5713,81405976576,4376033,2973.002,250,238.25,243.878,41.3534,58.887,85601320960,0.1069,1.2907,244.15,41.2757,0.2134,11.772,,,,,,,,
11/18/2014,242.75,112.6812,80915120128,2880349,2955.3809,245.65,240.94,243.957,36.156,58.1753,85110464512,0.1043,1.2891,242.75,41.0001,0.2107,11.6934,,,,,,,,
11/19/2014,240.42,112.8662,80098197504,2882205,2926.0542,245.41,238.8,244.229,27.5212,56.9895,84293541888,0.1026,1.2896,240.42,40.6006,0.207,11.5795,0.3925,,,,,,,
11/20/2014,238.39,112.769,79386460160,2140647,2900.5034,241.513,236.1,244.378,20.9747,55.9615,83581804544,0.097,1.2893,238.39,40.2867,0.1959,11.49,0.2509,,,,,,,
11/21/2014,245.3,112.2332,81809178624,3742741,2987.4763,245.95,241.71,245.254,64.3152,58.5918,86004514816,0.1033,1.2923,245.3,41.4464,0.2043,11.8207,0,,,,,,,
11/24/2014,243.91,110.7609,81321828352,2430503,2969.9812,247.87,240.81,244.887,55.1833,57.8725,85517172736,0.1006,1.2871,243.91,41.3307,0.2067,11.7877,,,,,,,,
11/25/2014,244.34,110.7441,81472593920,1869160,2975.3933,245.89,242.07,244.287,57.9536,58.0374,85667930112,0.1011,1.287,244.34,41.3725,0.2073,11.7996,0.2302,,,,,,,
11/26/2014,246.03,110.0288,82065121280,2920803,2996.6646,248.74,243.288,243.908,69.1835,58.6946,86260465664,0.1014,1.2871,246.03,41.7001,0.2078,11.8931,-0.0046,,,,,,,
11/28/2014,245.11,110.0954,81742561280,1339854,2985.085,247.34,242.95,244.01,56.7966,58.1814,85937905664,0.1017,1.2863,245.11,41.5502,0.2079,11.8503,0.3496,,,,,,,
12/1/2014,236.61,110.4255,78762377216,4202225,2878.0994,242,233.6,242.701,16.3147,53.6947,82957721600,0.0963,1.289,236.61,40.1616,0.2111,11.4543,0.4106,,,,,,,
12/2/2014,234.74,110.5543,78106738688,2574757,2854.5625,238.74,232.881,241.76,13.208,52.7686,82302083072,0.0931,1.2862,234.74,39.8571,0.209,11.3674,,,,,,,,
12/3/2014,231.29,110.8364,76897132544,3095423,2811.1392,235.7176,230.43,240.614,8.6499,51.0869,81092476928,0.0891,1.2845,231.29,39.2739,0.2034,11.2011,0.6079,,,,,,,
12/4/2014,230.81,110.8708,76728844288,2487210,2805.0977,234.7,229.93,239.653,8.0687,50.8537,80924188672,0.1007,1.2806,230.81,39.2032,0.2252,11.1809,0.609,,,,,,,
12/5/2014,232.72,110.7235,77398507520,2887273,2829.1379,232.96,227.9,239.086,34.3817,51.7603,81593851904,0.1069,1.2813,232.72,39.5045,0.2374,11.2669,0.2039,,,,,,,
12/8/2014,227.67,112.1923,75627929600,4466395,2765.5759,231.06,222.6,237.323,16.1027,49.274,79823273984,0.0985,1.2841,227.67,38.7855,0.2243,11.0618,,,,,,,,
12/9/2014,229.9,111.9418,76409790464,3001362,2793.6438,231.33,217.5,235.922,37.9528,50.3632,80605134848,0.1003,1.2839,229.9,39.2549,0.2279,11.1957,,,,,,,,
12/10/2014,225.12,111.9041,74733879296,2246394,2733.4802,229.82,224.1,234,20.656,48.0743,78929215488,0.1007,1.2832,225.12,38.3685,0.2268,10.9429,0.0109,,,,,,,
12/11/2014,229.23,111.1972,76174884864,3037672,2785.2109,233.74,226.05,232.32,50.0289,50.0918,80370221056,0.1,1.2819,229.23,39.1664,0.2274,11.1704,,,,,,,,
12/12/2014,229.32,111.2043,76206432256,2553053,2786.3435,233.69,225.161,230.741,50.6292,50.1357,80401776640,0.1016,1.2718,229.32,39.1527,0.2124,11.1665,,0.0147,,,,,,
12/15/2014,225.81,109.3938,74975797248,2411822,2742.1648,232.8699,224.8,229.661,29.7329,48.4179,79171141632,0.0993,1.2855,225.81,38.5708,0.1984,11.0006,,0.0136,,,,,,
12/16/2014,219.96,109.8758,72924733440,3996120,2668.5337,226.3447,219,228.183,14.6336,45.7172,77120069632,0.096,1.2891,219.96,37.5789,0.1972,10.7177,,0.0216,,,,,,
12/17/2014,223.85,109.8043,74288603136,3007998,2717.4954,225.42,218,227.439,43.3357,47.7231,78483947520,0.0942,1.2827,223.85,38.2867,0.2032,10.9195,0,-0.0279,,,,,,
12/18/2014,231.88,109.3689,77103996928,2765627,2818.5652,233.25,228.52,227.546,72.2381,51.5465,81299341312,0.0932,1.2813,231.88,39.7632,0.2006,11.3406,0.4686,0.0229,,,,,,
12/19/2014,234.23,109.1535,77927931904,3046344,2848.1436,236.3,230.6,227.697,77.317,52.5961,82123268096,0.0869,1.2882,234.23,40.2069,0.1974,11.4672,0.3182,0.2101,,,,,,
12/22/2014,234.6,110.641,78057652224,1661720,2852.8005,236.98,233.9,228.39,78.2565,52.7628,82252996608,0.0923,1.2887,234.6,40.2652,0.205,11.4838,0.0089,0.0215,,,,,,
12/23/2014,233.16,110.7809,77552779264,1686505,2834.6758,236.78,233.08,228.716,63.0194,52.0263,81748115456,0.0904,1.2884,233.16,40.0747,0.2012,11.4295,,-0.016,,,,,,
12/24/2014,230.98,111.0087,76788449280,944882,2807.2373,233.66,230.75,229.302,43.6983,50.9134,80983793664,0.0884,1.2887,230.98,39.6248,0.1961,11.3012,0.6501,0.129,,,,,,
12/26/2014,234.88,110.6283,78155825152,1619303,2856.3247,237.43,231.31,229.867,69.1113,52.7827,82351169536,0.0788,1.2974,234.88,40.38,0.1858,11.5166,0.6765,-0.0141,,,,,,
12/29/2014,230.21,109.9801,76518481920,2214043,2797.5457,234.8,229,229.956,38.1676,50.405,80713818112,0.0776,1.305,230.21,39.5333,0.1805,11.2751,0.0965,-0.0598,,,,,,
12/30/2014,230.01,109.6918,76448358400,1546335,2795.0283,231.2,227.83,230.376,37.1005,50.3046,80643702784,0.0788,1.3042,230.01,39.3682,0.1818,11.228,0.6253,-0.05,,,,,,
12/31/2014,227.97,109.8539,75452022784,1933893,2769.3518,231,227.13,231.177,25.985,49.2691,79928459264,0.08,1.3026,227.97,37.7456,0.1818,10.1159,0.6678,-0.0864,145.4796,3505573120,2.9706,23.0525,15.4699,32.2966
1/2/2015,223.08,110.2981,73737543680,3490041,2707.8037,230.45,221.49,231.1,12.5093,46.8764,78213971968,0.0756,1.303,223.08,36.9276,0.1756,9.8967,0.5947,0.0712,,,,,,
1/5/2015,219.785,113.5574,72582283264,2750293,2666.3311,224.83,218.3501,229.8905,8.2073,45.3415,77058719744,0.0822,1.2974,219.785,36.4695,0.1758,9.7739,0.1032,-0.0071,,,,,,
1/6/2015,220.18,113.5064,72720777216,3231378,2671.3027,222.87,216.02,228.4855,13.5532,45.5626,77197205504,0.0853,1.2939,220.18,36.4922,0.1768,9.78,0.1299,0.3473,,,,,,
1/7/2015,224.35,113.1073,74182819840,2280656,2723.7886,227,221.02,227.4605,55.0278,47.8652,78659248128,0.0855,1.2943,224.35,37.1755,0.1764,9.9631,0.5691,0.0057,,,,,,
1/8/2015,229.21,112.6459,75886780416,2642130,2784.959,232.14,224.73,227.0655,75.5418,50.3949,80363208704,0.0864,1.2912,229.21,37.987,0.1804,10.1806,,0.1504,,,,,,
1/9/2015,226.9,112.4703,75105476608,2313674,2755.8843,232.99,226.8501,226.6575,57.0034,49.2206,79581904896,0.0813,1.2895,226.9,37.5769,0.1718,10.0707,0.7449,0.2219,,,,,,
1/12/2015,220.89,116.318,72997560320,3177726,2680.2393,226.5,220,225.2585,29.1172,46.3158,77473988608,0.0654,1.2847,220.89,36.5421,0.1593,9.7934,0.0638,0.0106,,,,,,
1/13/2015,219.6,116.4463,72545107968,2876352,2664.0024,224.5,218,224.1975,25.1551,45.7167,77021536256,0.0649,1.285,219.6,36.334,0.1581,9.7376,0.2003,-0.2231,,,,,,
1/14/2015,216.82,116.7578,71570063360,2535440,2629.012,219.95,214,222.8785,17.4705,44.4354,76046491648,0.0638,1.2858,216.82,35.8538,0.1571,9.6089,0.4722,-0.0453,,,,,,
1/15/2015,215.97,116.897,71271940096,2342108,2618.3135,219.5,215,221.6785,15.3235,44.0449,75748368384,0.0679,1.2837,215.97,35.6418,0.1624,9.5521,,0.2395,,,,,,
1/16/2015,220.195,116.3342,72753799168,4035730,2671.4915,222,216.42,221.39,55.8114,46.4639,77230227456,0.0711,1.2834,220.195,36.5088,0.1701,9.7844,0.0501,0.0141,,,,,,
1/20/2015,220.36,119.3087,72811667456,2561428,2673.5684,223.85,217.01,221.4475,57.0154,46.5572,77288095744,0.0764,1.2873,220.36,36.5173,0.1743,9.7867,0.0224,0.1646,,,,,,
1/21/2015,228.28,118.4532,75589492736,3536912,2773.2537,228.94,220.06,222.2575,85.4868,50.8152,80065921024,0.0817,1.2903,228.28,37.806,0.1804,10.1321,-0.2986,0.0151,,,,,,
1/22/2015,229.88,118.2842,76150669312,3340612,2793.3921,230.51,224.9,222.8105,87.9129,51.6208,80627097600,0.0792,1.2844,229.88,38.0673,0.1852,10.2021,-0.397,0.073,,,,,,
1/23/2015,233.325,116.4633,77358956544,2808262,2836.7527,234.67,228.6,223.222,92.1507,53.3235,81835384832,0.0856,1.2811,233.325,38.7822,0.1938,10.3937,0.1621,0.0323,,,,,,
1/26/2015,229.455,120.1567,76001607680,2416859,2788.0427,234.5,228.11,223.4775,57.9279,51.2282,80478035968,0.077,1.2831,229.455,38.2534,0.1779,10.252,0.0213,0.0636,,,,,,
1/27/2015,227.53,120.4418,75326439424,2819276,2763.8137,229.17,223.52,224.1415,45.3592,50.2129,79802875904,0.0793,1.2795,227.53,37.876,0.1764,10.1509,0.5301,0.083,,,,,,
1/28/2015,220.31,120.4365,72794128384,3000418,2672.939,229.4,220,224.2125,20.4258,46.6274,77270564864,0.0763,1.2843,220.31,36.7118,0.178,9.8388,0.3566,-0.163,,,,,,
1/29/2015,220.39,120.1828,72822194176,3156814,2673.9458,221.1585,212.82,224.5695,21.1462,46.6711,77298622464,0.0786,1.2841,220.39,36.7169,0.1836,9.8402,0.5835,-0.1719,,,,,,
1/30/2015,217.92,120.4468,71955873792,2086248,2642.8572,221.52,217.29,224.7645,14.8992,45.483,76432302080,0.0799,1.2819,217.92,36.3455,0.1827,9.7407,0.4583,-0.0313,,,,,,
2/2/2015,217.595,122.4688,71841882112,2390884,2638.7666,219.95,213.25,224.5045,14.0783,45.326,76318310400,0.0787,1.2789,217.595,36.3139,0.1878,9.7322,0.6629,0.1712,,,,,,
2/3/2015,217.16,122.4722,71689314304,2724205,2633.2913,219.36,215.25,224.1845,12.6762,45.1103,76165742592,0.0748,1.2709,217.16,36.2622,0.1942,9.7183,0.5637,0.0527,,,,,,
2/4/2015,217.24,122.008,71717371904,2721685,2634.2983,219.93,216,223.0805,15.0112,45.1599,76193800192,0.076,1.2702,217.24,36.1753,0.1957,9.695,0.2423,-0.0885,,,,,,
2/5/2015,216.8,121.5311,71563051008,1988149,2628.7603,219.19,216,221.7725,12.2982,44.9287,76039479296,0.0933,1.2945,216.8,36.1483,0.1874,9.6878,0.0405,-0.0238,,,,,,
2/6/2015,211.78,122.1888,69802360832,2994626,2565.5759,217.5,211.379,219.618,3.0047,42.3686,74278789120,0.0856,1.2965,211.78,35.2723,0.173,9.453,,-0.0231,,,,,,
2/9/2015,215.03,123.5946,70942244864,3381027,2606.4822,215.35,210.854,218.1755,44.058,44.4871,75418673152,0.0955,1.293,215.03,35.8291,0.19,9.6023,0.0449,-0.0237,,,,,,
2/10/2015,219.44,123.0835,72488992768,3580428,2661.9888,220.83,215.7,217.3665,69.9475,47.211,76965421056,0.0962,1.294,219.44,36.5358,0.1895,9.7917,-0.8371,0.1739,,,,,,
2/11/2015,214.67,128.4186,70815981568,6943970,2601.9509,219.89,214.03,216.8025,39.9504,44.7539,75292409856,0.0917,1.2944,214.67,35.7456,0.1783,9.5799,-0.0769,-0.007,,,,,,
2/12/2015,205.02,130.1216,67431383040,14190623,2480.491,206.97,199.7,215.2655,17.3593,40.3579,71907811328,0.0835,1.2813,205.02,34.1623,0.1855,9.1555,0.1508,-0.0109,,,,,,
2/13/2015,212.13,131.5655,69925117952,7793657,2569.9812,216.6899,207.25,214.6865,49.1428,44.5121,74401546240,0.0883,1.2837,212.13,35.3119,0.1921,9.4637,,0.0124,,,,,,
2/17/2015,208.81,131.8123,68760674304,4500607,2528.1938,213.74,206.48,213.808,38.714,43.0632,73237102592,0.0945,1.2886,208.81,34.8361,0.1959,9.3361,,0.0352,,,,,,
2/18/2015,207.15,131.6073,68178452480,2741803,2507.3003,210.03,206.57,212.807,33.3983,42.3502,72654880768,0.0928,1.2888,207.15,34.5509,0.1915,9.2597,,0.0819,,,,,,
2/19/2015,207.24,131.5991,68210016256,1706109,2508.4329,208.76,206.51,211.807,34.1338,42.4037,72686444544,0.093,1.2887,207.24,34.5604,0.1916,9.2622,,0.0596,,,,,,
2/20/2015,209.63,131.2744,69048279040,2192077,2538.5149,210.17,207.32,211.09,54.256,43.8352,73524707328,0.0988,1.2813,209.63,34.9433,0.1899,9.3649,,0.0424,,,,,,
2/23/2015,206.43,133.0363,67925921792,3183338,2498.2378,211,205.54,210.555,33.625,42.3764,72402354176,0.0916,1.2913,206.43,34.4479,0.1851,9.2321,,0.0031,,,,,,
2/24/2015,208.06,132.7906,68497620992,2001101,2518.7539,209,205.18,209.858,48.5679,43.3695,72974049280,0.0922,1.2915,208.06,34.7132,0.186,9.3032,0,0.0192,,,,,,
2/25/2015,203.53,133.4209,66908790784,2896033,2461.7371,209.77,202.7,208.267,25.0544,41.3221,71385219072,0.0878,1.2923,203.53,33.9851,0.1761,9.1081,0.1799,0.0085,,,,,,
2/26/2015,205.88,132.6829,67733016576,2721892,2491.3152,206.629,203.53,207.388,45.5626,42.7719,72209448960,0.0886,1.2902,205.88,34.3758,0.1796,9.2128,0.1753,0.022,,,,,,
2/27/2015,203.75,132.2914,66985951232,2399048,2464.5059,207.462,202.6,207.261,33.208,41.8035,71462379520,0.0911,1.2981,203.75,34.0751,0.1725,9.1322,0.0295,-0.0152,,,,,,
3/2/2015,205.04,131.581,67438399488,2022498,2480.7427,205.52,202.2,206.552,46.4091,42.6175,71914831872,0.0903,1.3008,205.04,34.3204,0.1675,9.1979,,0.5771,,,,,,
3/3/2015,206.34,131.4085,67894353920,2317196,2497.105,207.4,204.5,206.305,58.7371,43.4422,72370782208,0.0928,1.2993,206.34,34.5319,0.1706,9.2546,0.1063,0.031,,,,,,
3/4/2015,207.69,131.2278,68367847424,1700434,2514.0969,208.42,205.03,206.359,69.6223,44.3022,72844279808,0.0954,1.2977,207.69,34.7451,0.1738,9.3118,0.4153,-0.0269,,,,,,
3/5/2015,214.23,130.3388,70661660672,3826377,2596.4128,214.57,207.21,207.058,89.5858,48.246,75138088960,0.1015,1.2987,214.23,35.8203,0.1853,9.5999,0.6423,0.0433,,,,,,
3/6/2015,213.31,129.0129,70338985984,3176449,2584.8333,217.85,212.71,207.426,78.6758,47.7539,74815414272,0.1086,1.2932,213.31,35.6164,0.1903,9.5453,0,0.0655,,,,,,
3/9/2015,211.615,129.019,69744484352,1742000,2563.499,212.705,209.35,207.9445,58.8645,46.8433,74220912640,0.1101,1.2942,211.615,35.3571,0.192,9.4758,,-0.0082,,,,,,
3/10/2015,210.39,129.1487,69314838528,1880135,2548.0806,212.87,208.995,208.1775,46.2416,46.185,73791266816,0.1142,1.2865,210.39,35.1272,0.1863,9.4142,0.5331,0.0523,,,,,,
3/11/2015,204.38,129.3089,67206914048,3076507,2472.4355,210.53,204,208.2625,17.9362,43.1097,71683342336,0.1088,1.2881,204.38,34.1483,0.1757,9.1518,0.5224,0.0176,,,,,,
3/12/2015,203.39,129.4699,66859683840,2221853,2459.9749,206.77,202.5,208.0135,15.5798,42.6261,71336116224,0.108,1.2797,203.39,33.9872,0.1863,9.1086,-0.3374,0.0579,,,,,,
3/13/2015,204.445,128.4778,67229712384,1554511,2473.2537,205.625,202.5,208.083,30.2315,43.327,71706140672,0.1115,1.2777,204.445,34.1422,0.1908,9.1502,0.1425,0.0081,,,,,,
3/16/2015,205.3,127.0482,67529592832,1808273,2484.0151,206.45,203.2,208.109,42.3868,43.9016,72006017024,0.1144,1.2759,205.3,34.2938,0.2026,9.1908,0.2123,0.0004,,,,,,
3/17/2015,203.265,126.5657,66815844352,2999891,2458.4016,206.49,202.51,207.8015,26.1323,42.8324,71292272640,0.1131,1.2766,203.265,33.8855,0.2004,9.0814,0.1501,-0.0783,,,,,,
3/18/2015,210.95,126.2735,69511249920,3596372,2555.1289,211,202.2,208.1275,76.7146,47.7991,73987678208,0.1164,1.2821,210.95,35.0513,0.197,9.3938,0.6059,0.0359,,,,,,
3/19/2015,214.57,125.7524,70780911616,2918012,2600.6921,215.24,210.16,208.1615,84.3073,49.9193,75257339904,0.123,1.2783,214.57,35.4577,0.2061,9.5027,0.411,0.1252,,,,,,
3/20/2015,212.69,125.4564,70121529344,2291788,2577.0295,217.05,212.57,208.0995,67.2301,48.8532,74597957632,0.1168,1.2719,212.69,35.1981,0.2047,9.4331,0.1569,0.0742,,,,,,
3/23/2015,216.78,125.0327,71556038656,2206957,2628.5085,217.74,211.5,208.616,80.2711,51.1986,76032466944,0.1221,1.2724,216.78,35.9564,0.2155,9.6364,,0.0058,,,,,,
3/24/2015,213.6,125.0569,70440697856,1926282,2588.4834,218.5595,213.53,208.937,54.8254,49.3775,74917126144,0.1206,1.2736,213.6,35.3464,0.214,9.4729,-0.1407,0.0455,,,,,,
3/25/2015,207.74,126.8433,68385386496,4162825,2514.7263,211.11,205.7,209.273,29.2211,46.2418,72861810688,0.1187,1.2766,207.74,34.4066,0.2153,9.221,-0.1213,0.2008,,,,,,
3/26/2015,205.44,127.2196,67578695680,2974842,2485.7771,207.675,204.06,209.478,22.9194,45.0795,72055119872,0.1175,1.2779,205.44,34.0251,0.212,9.1188,0.3463,0.1115,,,,,,
3/27/2015,207.33,127.2167,68241584128,2615829,2509.5657,207.765,204.05,209.7665,39.1061,46.2285,72718016512,0.1137,1.2787,207.33,34.3702,0.2033,9.2113,0.0944,0.0311,,,,,,
3/30/2015,210.54,127.4743,69367447552,2057237,2549.9685,210.74,207.64,210.2905,60.3296,48.1348,73843875840,0.1159,1.2786,210.54,34.8574,0.2074,9.3419,,0.1462,,,,,,
3/31/2015,208.4,127.1202,68342317056,1838368,2523.0334,212.73,208.4,210.804,44.7372,46.986,73093300224,0.1161,1.2783,208.4,34.7218,0.2075,8.6725,0.251,0.1022,155.342,2737750016,2.9881,19.2484,14.4922,31.0994
4/1/2015,211.07,126.8155,69278777344,2559575,2556.6394,211.5,208.15,210.816,62.7532,48.5703,74029760512,0.1197,1.2764,211.07,35.174,0.2125,8.7854,0.1447,0.0443,,,,,,
4/2/2015,208.51,126.6913,68380897280,1781827,2524.418,211.6,208.51,210.21,42.7223,47.1721,73131884544,0.1155,1.2747,208.51,34.7323,0.2064,8.6751,0.1965,-0.0198,,,,,,
4/6/2015,203.6,127.8423,66658783232,4151948,2462.6179,205.4,202.27,209.301,22.2706,44.6233,71409770496,0.1183,1.2671,203.6,33.8712,0.2108,8.46,,0.0354,,,,,,
4/7/2015,203.865,127.4644,66751729664,2036714,2465.9534,205.58,203.8,208.0095,25.1707,44.7898,71502716928,0.1189,1.2669,203.865,33.9377,0.2117,8.4766,,0.0027,,,,,,
4/8/2015,212.84,126.1753,69899583488,5223525,2578.9175,214.17,206.5016,207.9335,74.1556,50.053,74650566656,0.1265,1.2689,212.84,35.4632,0.2246,8.8577,0.1991,0.1933,,,,,,
4/9/2015,218.475,125.0935,71875977216,5996402,2649.8428,220.75,215,209.007,84.0123,52.9653,76626960384,0.1295,1.2705,218.475,36.4004,0.2283,9.0917,0.0631,0.0204,,,,,,
4/10/2015,214.79,124.2284,70583517184,3099113,2603.4612,220.1,214.71,209.942,61.1395,50.9554,75334500352,0.1172,1.2553,214.79,35.8539,0.2305,8.9552,0.2047,0.0484,,,,,,
4/13/2015,215.4,125.4399,70797467648,2980265,2611.1392,218.88,215.25,210.749,63.6002,51.272,75548450816,0.116,1.2626,215.4,35.9835,0.2374,8.9876,,0.042,,,,,,
